monomer,log_r,mol1_HOMO_1,mol1_HOMO,mol1_LUMO,mol1_LUMO_Add1,mol2_HOMO_1,mol2_HOMO,mol2_LUMO,mol2_LUMO_Add1,rad1_HOMO_1,rad1_HOMO,rad1_LUMO,rad1_LUMO_Add1
"Oxazoline, 2-, 2-isopropenyl-.Styrene",0.64,-0.2284,-0.200261,-0.062436,0.02659,-0.230012,-0.203579,-0.064886,-0.034535,-0.204315,-0.160277,-0.110536,0.023523
"Oxazoline, 2-, 2-isopropenyl-.Styrene",0.68,-0.2284,-0.200261,-0.062436,0.02659,-0.230012,-0.203579,-0.064886,-0.034535,-0.204315,-0.160277,-0.110536,0.023523
Acrylonitrile.Vinyltrimethylsilane,4.08,-0.307886,-0.266671,-0.092915,-0.013216,-0.255616,-0.233763,-0.037205,0.022599,-0.292009,-0.205459,-0.14659,-0.015383
Acrylonitrile.Vinyltrimethylsilane,4.08,-0.307886,-0.266671,-0.092915,-0.013216,-0.255616,-0.233763,-0.037205,0.022599,-0.292009,-0.205459,-0.14659,-0.015383
"Citraconate, dibenzyl.Styrene",0.047,-0.221966,-0.219152,-0.079531,-0.043276,-0.230012,-0.203579,-0.064886,-0.034535,-0.215363,-0.184527,-0.13782,-0.044014
"Citraconate, dibenzyl.Styrene",0.047,-0.221966,-0.219152,-0.079531,-0.043276,-0.230012,-0.203579,-0.064886,-0.034535,-0.215363,-0.184527,-0.13782,-0.044014
"Acrylonitrile.Phosphate, diethyl isopropenyl",15.2,-0.307886,-0.266671,-0.092915,-0.013216,-0.257526,-0.210185,-0.013933,0.019706,-0.292009,-0.205459,-0.14659,-0.015383
"Acrylate, ethyl.Benzofuran, 2-vinyl-",0.015,-0.256191,-0.231242,-0.078408,0.030931,-0.214744,-0.189625,-0.072416,-0.02566,-0.222788,-0.194689,-0.138768,0.014338
"Furan, 2-vinyl-5-methyl.Methacrylate, methyl",0.867,-0.24601,-0.176729,-0.052524,0.019673,-0.242223,-0.232505,-0.073856,0.03591,-0.212847,-0.125954,-0.088458,0.005027
"Furan, 2-vinyl-5-methyl.Methacrylate, methyl",0.867,-0.24601,-0.176729,-0.052524,0.019673,-0.242223,-0.232505,-0.073856,0.03591,-0.212847,-0.125954,-0.088458,0.005027
Acrylamide.Acrylonitrile,0.81,-0.23618900000000004,-0.21261099999999997,-0.068727,0.013377,-0.307886,-0.266671,-0.092915,-0.013216,-0.20461900000000002,-0.188231,-0.131046,0.015611
Acrylamide.Acrylonitrile,1.08,-0.23618900000000004,-0.21261099999999997,-0.068727,0.013377,-0.307886,-0.266671,-0.092915,-0.013216,-0.20461900000000002,-0.188231,-0.131046,0.015611
Acrylamide.Acrylonitrile,0.5,-0.23618900000000004,-0.21261099999999997,-0.068727,0.013377,-0.307886,-0.266671,-0.092915,-0.013216,-0.20461900000000002,-0.188231,-0.131046,0.015611
Acrylamide.Acrylonitrile,1.36,-0.23618900000000004,-0.21261099999999997,-0.068727,0.013377,-0.307886,-0.266671,-0.092915,-0.013216,-0.20461900000000002,-0.188231,-0.131046,0.015611
Acrylamide.Acrylonitrile,1.3,-0.23618900000000004,-0.21261099999999997,-0.068727,0.013377,-0.307886,-0.266671,-0.092915,-0.013216,-0.20461900000000002,-0.188231,-0.131046,0.015611
Acrylamide.Acrylonitrile,0.81,-0.23618900000000004,-0.21261099999999997,-0.068727,0.013377,-0.307886,-0.266671,-0.092915,-0.013216,-0.20461900000000002,-0.188231,-0.131046,0.015611
Acrylamide.Acrylonitrile,1.08,-0.23618900000000004,-0.21261099999999997,-0.068727,0.013377,-0.307886,-0.266671,-0.092915,-0.013216,-0.20461900000000002,-0.188231,-0.131046,0.015611
Acrylamide.Acrylonitrile,0.5,-0.23618900000000004,-0.21261099999999997,-0.068727,0.013377,-0.307886,-0.266671,-0.092915,-0.013216,-0.20461900000000002,-0.188231,-0.131046,0.015611
Acrylamide.Acrylonitrile,1.36,-0.23618900000000004,-0.21261099999999997,-0.068727,0.013377,-0.307886,-0.266671,-0.092915,-0.013216,-0.20461900000000002,-0.188231,-0.131046,0.015611
Acrylamide.Acrylonitrile,1.3,-0.23618900000000004,-0.21261099999999997,-0.068727,0.013377,-0.307886,-0.266671,-0.092915,-0.013216,-0.20461900000000002,-0.188231,-0.131046,0.015611
"Butadiene, 2,3-bis(diethylphosphono)-.Maleimide, N-(4-methoxy-phenyl)-",0.04,-0.230817,-0.229113,-0.076199,-0.030745,-0.230125,-0.189076,-0.131089,-0.037374,-0.225698,-0.180393,-0.131086,-0.040947
"Benzothiazole, vinylmercapto-.Vinyl phenyl sulfide",0.95,-0.217589,-0.194195,-0.067045,-0.041974,-0.237057,-0.186609,-0.053414,-0.048715,-0.208398,-0.140718,-0.094782,-0.058926
"Benzothiazole, vinylmercapto-.Vinyl phenyl sulfide",0.95,-0.217589,-0.194195,-0.067045,-0.041974,-0.237057,-0.186609,-0.053414,-0.048715,-0.208398,-0.140718,-0.094782,-0.058926
"Carbazole, N-vinyl-.Vinyl chloride",4.77,-0.198283,-0.183071,-0.060831,-0.042094,-0.275305,-0.232771,-0.038977,0.013494,-0.19267,-0.121535,-0.082223,-0.057271
"Acrolein, methyl-.Acrylonitrile",3.8,-0.26518,-0.21047,-0.094457,0.018391,-0.307886,-0.266671,-0.092915,-0.013216,-0.201768,-0.199009,-0.147579,-0.013177
"Acrolein, methyl-.Acrylonitrile",1.72,-0.26518,-0.21047,-0.094457,0.018391,-0.307886,-0.266671,-0.092915,-0.013216,-0.201768,-0.199009,-0.147579,-0.013177
"Acrolein, methyl-.Acrylonitrile",1.7,-0.26518,-0.21047,-0.094457,0.018391,-0.307886,-0.266671,-0.092915,-0.013216,-0.201768,-0.199009,-0.147579,-0.013177
"Acrolein, methyl-.Acrylonitrile",3.8,-0.26518,-0.21047,-0.094457,0.018391,-0.307886,-0.266671,-0.092915,-0.013216,-0.201768,-0.199009,-0.147579,-0.013177
"Acrolein, methyl-.Acrylonitrile",1.72,-0.26518,-0.21047,-0.094457,0.018391,-0.307886,-0.266671,-0.092915,-0.013216,-0.201768,-0.199009,-0.147579,-0.013177
"Maleimide, N-methyl-α-chloro-.Methacrylate, methyl",0.11,-0.249486,-0.244238,-0.134401,-0.007026,-0.242223,-0.232505,-0.073856,0.03591,-0.229631,-0.201653,-0.156366,-0.053679
"Maleimide, N-methyl-α-chloro-.Methacrylate, methyl",0.11,-0.249486,-0.244238,-0.134401,-0.007026,-0.242223,-0.232505,-0.073856,0.03591,-0.229631,-0.201653,-0.156366,-0.053679
"Acrylate, α-cyano-, methyl.Acrylonitrile",0.68,-0.271833,-0.25802,-0.118574,-0.026379,-0.307886,-0.266671,-0.092915,-0.013216,-0.251957,-0.223256,-0.176827,-0.036385
"Acrylate, α-cyano-, methyl.Acrylonitrile",0.68,-0.271833,-0.25802,-0.118574,-0.026379,-0.307886,-0.266671,-0.092915,-0.013216,-0.251957,-0.223256,-0.176827,-0.036385
"Maleic anhydride.Succinimide, N-vinyl-",0.021,-0.287338,-0.261721,-0.148221,-0.017578,-0.229797,-0.227866,-0.061734,-0.056041,-0.247381,-0.237675,-0.180897,-0.063949
"Maleic anhydride.Succinimide, N-vinyl-",0.021,-0.287338,-0.261721,-0.148221,-0.017578,-0.229797,-0.227866,-0.061734,-0.056041,-0.247381,-0.237675,-0.180897,-0.063949
"Methacrylate, dimethylaminoethyl.Methacrylate, methyl",1.2,-0.23263,-0.180911,-0.073507,0.026573,-0.242223,-0.232505,-0.073856,0.03591,-0.177137,-0.177057,-0.127668,0.013603
"Acrylate, methyl.Vinyl stearate",5.8,-0.258109,-0.234553,-0.080381,0.040831,-0.23667,-0.226455,-0.048373,-0.003198,-0.225703,-0.19639,-0.140428,0.012686
"Acrylate, methyl.Vinyl stearate",5.8,-0.258109,-0.234553,-0.080381,0.040831,-0.23667,-0.226455,-0.048373,-0.003198,-0.225703,-0.19639,-0.140428,0.012686
Vinyl acetate.Vinylidene fluoride,6.0,-0.242132,-0.227671,-0.048528,-0.00357,-0.364771,-0.23966,-0.017887,0.045922,-0.232249,-0.142258,-0.083674,-0.025058
Vinyl acetate.Vinylidene fluoride,6.0,-0.242132,-0.227671,-0.048528,-0.00357,-0.364771,-0.23966,-0.017887,0.045922,-0.232249,-0.142258,-0.083674,-0.025058
"Itaconate, dioctyl.Styrene",0.14,-0.23161,-0.22927,-0.071974,-0.021155,-0.230012,-0.203579,-0.064886,-0.034535,-0.220506,-0.182687,-0.129372,-0.024344
"Itaconate, dioctyl.Styrene",0.14,-0.23161,-0.22927,-0.071974,-0.021155,-0.230012,-0.203579,-0.064886,-0.034535,-0.220506,-0.182687,-0.129372,-0.024344
"Maleic anhydride.Styrene, a-methyl-",0.08,-0.287338,-0.261721,-0.148221,-0.017578,-0.22757,-0.203582,-0.052105,-0.033643,-0.247381,-0.237675,-0.180897,-0.063949
"Maleic anhydride.Styrene, a-methyl-",0.08,-0.287338,-0.261721,-0.148221,-0.017578,-0.22757,-0.203582,-0.052105,-0.033643,-0.247381,-0.237675,-0.180897,-0.063949
"Acryloxymethylpentamethyldisiloxane.Methacrylate, 2-hydroxyethyl",0.52,-0.231347,-0.226775,-0.080732,0.013374,-0.245577,-0.215695,-0.085818,0.027167,-0.218493,-0.191,-0.138514,0.007823
"Styrene.Styrene, p-ethoxy-",0.98,-0.230012,-0.203579,-0.064886,-0.034535,-0.228441,-0.181657,-0.054471,-0.031081,-0.223398,-0.14625,-0.104501,-0.032198
"Acrylate, methyl.Maleimide, N-(4-chlorophenyl)-",0.684,-0.258109,-0.234553,-0.080381,0.040831,-0.243198,-0.211978,-0.140079,-0.055405,-0.225703,-0.19639,-0.140428,0.012686
"Acrylate, methyl.Maleimide, N-(4-chlorophenyl)-",0.684,-0.258109,-0.234553,-0.080381,0.040831,-0.243198,-0.211978,-0.140079,-0.055405,-0.225703,-0.19639,-0.140428,0.012686
"Maleate, di-tert-butyl.Vinyl acetate",0.199,-0.229464,-0.223838,-0.086372,-0.014172,-0.242132,-0.227671,-0.048528,-0.00357,-0.218042,-0.189851,-0.141333,-0.018553
"Maleate, di-tert-butyl.Vinyl acetate",0.199,-0.229464,-0.223838,-0.086372,-0.014172,-0.242132,-0.227671,-0.048528,-0.00357,-0.218042,-0.189851,-0.141333,-0.018553
"Acrylonitrile.Vinylbenzoic acid, p-",0.06,-0.307886,-0.266671,-0.092915,-0.013216,-0.235431,-0.217711,-0.094026,-0.04712,-0.292009,-0.205459,-0.14659,-0.015383
Vinyl acetate.Vinyl bromide,0.41,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.255921,-0.229863,-0.043433,-0.027129,-0.232249,-0.142258,-0.08367399999999998,-0.025058
Vinyl acetate.Vinyl bromide,0.6,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.255921,-0.229863,-0.043433,-0.027129,-0.232249,-0.142258,-0.08367399999999998,-0.025058
Vinyl acetate.Vinyl bromide,0.38,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.255921,-0.229863,-0.043433,-0.027129,-0.232249,-0.142258,-0.08367399999999998,-0.025058
Vinyl acetate.Vinyl bromide,0.41,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.255921,-0.229863,-0.043433,-0.027129,-0.232249,-0.142258,-0.08367399999999998,-0.025058
Vinyl acetate.Vinyl bromide,0.6,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.255921,-0.229863,-0.043433,-0.027129,-0.232249,-0.142258,-0.08367399999999998,-0.025058
Vinyl acetate.Vinyl bromide,0.38,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.255921,-0.229863,-0.043433,-0.027129,-0.232249,-0.142258,-0.08367399999999998,-0.025058
"Maleimide, N-(2,6-diethylphenyl)-.Styrene",0.02,-0.224842,-0.218886,-0.129662,-0.042044,-0.230012,-0.203579,-0.064886,-0.034535,-0.217339,-0.212206,-0.159985,-0.050707
"Maleimide, N-(2,6-diethylphenyl)-.Styrene",0.02,-0.224842,-0.218886,-0.129662,-0.042044,-0.230012,-0.203579,-0.064886,-0.034535,-0.217339,-0.212206,-0.159985,-0.050707
"Butadiene-1-carboxylate, ethyl.Pyridine, 2-vinyl-",0.8,-0.227654,-0.222764,-0.093695,-0.002721,-0.214771,-0.212185,-0.075182,-0.04993,-0.22148,-0.186015,-0.135735,-0.025097
"Styrene.Tetrazole, 1-vinyl-",3.85,-0.230012,-0.203579,-0.064886,-0.034535,-0.251213,-0.244534,-0.089534,-0.020511,-0.223398,-0.14625,-0.104501,-0.032198
"Styrene.Tetrazole, 1-vinyl-",3.85,-0.230012,-0.203579,-0.064886,-0.034535,-0.251213,-0.244534,-0.089534,-0.020511,-0.223398,-0.14625,-0.104501,-0.032198
"Methacrylate, isopropyl.Methacrylate, methyl",1.2,-0.239659,-0.22877,-0.070961,0.027513,-0.242223,-0.232505,-0.073856,0.03591,-0.217478,-0.177516,-0.124995,0.01527
"Methacrylate, butyl.Vinyl chloride",13.5,-0.239756,-0.228526,-0.071208,0.023582,-0.275305,-0.232771,-0.038977,0.013494,-0.217186,-0.177425,-0.12491,0.017004
"Methacrylate, butyl.Vinyl chloride",13.5,-0.239756,-0.228526,-0.071208,0.023582,-0.275305,-0.232771,-0.038977,0.013494,-0.217186,-0.177425,-0.12491,0.017004
"Phosphate, vinyl diethyl.Vinyl chloroacetate",0.374,-0.25956,-0.216068,-0.013195,0.016349,-0.258,-0.238432,-0.060776,-0.015429,-0.254974,-0.14167,-0.070852,0.015435
"Phosphonate, vinyl-, diethyl.Styrene",0.02,-0.248482,-0.246712,-0.054852,0.020287,-0.230012,-0.203579,-0.064886,-0.034535,-0.244333,-0.19232,-0.122177,0.016003
"Phenol, 3-(methacryloylamino)-.Styrene",0.99,-0.21001,-0.194352,-0.066919,-0.031044,-0.230012,-0.203579,-0.064886,-0.034535,-0.186315,-0.173128,-0.12651,-0.030382
"Phenol, 3-(methacryloylamino)-.Styrene",0.99,-0.21001,-0.194352,-0.066919,-0.031044,-0.230012,-0.203579,-0.064886,-0.034535,-0.186315,-0.173128,-0.12651,-0.030382
Ethylene.Vinyl fluoride,2.52,-0.315363,-0.244627,-0.024911,0.059284,-0.326667,-0.236752,-0.022527000000000002,0.054138,-0.30327,-0.160916,-0.087184,0.038887
Ethylene.Vinyl fluoride,1.7,-0.315363,-0.244627,-0.024911,0.059284,-0.326667,-0.236752,-0.022527000000000002,0.054138,-0.30327,-0.160916,-0.087184,0.038887
Ethylene.Vinyl fluoride,2.52,-0.315363,-0.244627,-0.024911,0.059284,-0.326667,-0.236752,-0.022527000000000002,0.054138,-0.30327,-0.160916,-0.087184,0.038887
"Carbamate, N-vinyl-, ethyl.Pyrrolidone, N-vinyl-",0.371,-0.240299,-0.199989,-0.025733,0.024491,-0.214269,-0.199943,-0.039613,0.015297,-0.230818,-0.119228,-0.067461,0.017721
"Acrolein.Acrylate, ethyl",1.2,-0.273197,-0.219617,-0.103079,0.006377,-0.256191,-0.231242,-0.078408,0.030931,-0.211403,-0.206576,-0.15887,-0.019991
"Acrolein.Acrylate, ethyl",1.98,-0.273197,-0.219617,-0.103079,0.006377,-0.256191,-0.231242,-0.078408,0.030931,-0.211403,-0.206576,-0.15887,-0.019991
"Acrolein.Acrylate, ethyl",1.2,-0.273197,-0.219617,-0.103079,0.006377,-0.256191,-0.231242,-0.078408,0.030931,-0.211403,-0.206576,-0.15887,-0.019991
"Acrolein.Acrylate, ethyl",1.98,-0.273197,-0.219617,-0.103079,0.006377,-0.256191,-0.231242,-0.078408,0.030931,-0.211403,-0.206576,-0.15887,-0.019991
"Fumarate, dipropyl.Imidazole, 1-vinyl-",0.163,-0.240497,-0.23544,-0.109329,-0.000682,-0.225462,-0.209869,-0.057559,0.013281,-0.225129,-0.194438,-0.143965,-0.023401
"Fumarate, dipropyl.Imidazole, 1-vinyl-",0.163,-0.240497,-0.23544,-0.109329,-0.000682,-0.225462,-0.209869,-0.057559,0.013281,-0.225129,-0.194438,-0.143965,-0.023401
Diallylcyanamide.Vinyl acetate,1.62,-0.25548,-0.207432,-0.046892,-0.040805,-0.242132,-0.227671,-0.048528,-0.00357,-0.205889,-0.177177,-0.104804,-0.043192
Acenaphthalene.Acrylonitrile,2.56,-0.2103,-0.19358,-0.098675,-0.03818,-0.307886,-0.266671,-0.092915,-0.013216,-0.201307,-0.146505,-0.111752,-0.049983
Acenaphthalene.Acrylonitrile,2.56,-0.2103,-0.19358,-0.098675,-0.03818,-0.307886,-0.266671,-0.092915,-0.013216,-0.201307,-0.146505,-0.111752,-0.049983
"Citraconimide, N-butyl-.Styrene",0.03,-0.236327,-0.228126,-0.118502,0.015304,-0.230012,-0.203579,-0.064886,-0.034535,-0.216059,-0.192792,-0.142596,-0.042042
"Styrene.Styrene, p-iodo-",0.485,-0.230012,-0.203579,-0.064886,-0.034535,-0.233583,-0.203428,-0.075962,-0.064047,-0.223398,-0.14625,-0.104501,-0.032198
"Styrene.Styrene, p-iodo-",0.629,-0.230012,-0.203579,-0.064886,-0.034535,-0.233583,-0.203428,-0.075962,-0.064047,-0.223398,-0.14625,-0.104501,-0.032198
"Styrene.Styrene, p-iodo-",0.485,-0.230012,-0.203579,-0.064886,-0.034535,-0.233583,-0.203428,-0.075962,-0.064047,-0.223398,-0.14625,-0.104501,-0.032198
"Styrene.Styrene, p-iodo-",0.629,-0.230012,-0.203579,-0.064886,-0.034535,-0.233583,-0.203428,-0.075962,-0.064047,-0.223398,-0.14625,-0.104501,-0.032198
"Methacrylic acid.Styrene, o-chloro-",0.622,-0.244043,-0.234005,-0.078886,0.015087,-0.227645,-0.211,-0.070852,-0.044931,-0.223269,-0.18582,-0.133213,0.012632
"Methacrylic acid.Styrene, o-chloro-",0.622,-0.244043,-0.234005,-0.078886,0.015087,-0.227645,-0.211,-0.070852,-0.044931,-0.223269,-0.18582,-0.133213,0.012632
Vinyl chloride.Vinyl o-cresyl ether,1.33,-0.275305,-0.232771,-0.038977,0.013494,-0.223154,-0.19263,-0.034581,-0.031762,-0.266374,-0.159615,-0.090875,0.020184
Vinyl chloride.Vinyl o-cresyl ether,1.33,-0.275305,-0.232771,-0.038977,0.013494,-0.223154,-0.19263,-0.034581,-0.031762,-0.266374,-0.159615,-0.090875,0.020184
"Methacrylate, sulfolanyl.Methacrylic acid",0.81,-0.243699,-0.230935,-0.080835,0.004038,-0.244043,-0.234005,-0.078886,0.015087,-0.225365,-0.184503,-0.133877,0.001566
"Methacrylate, sulfolanyl.Methacrylic acid",0.81,-0.243699,-0.230935,-0.080835,0.004038,-0.244043,-0.234005,-0.078886,0.015087,-0.225365,-0.184503,-0.133877,0.001566
"Styrene.Styrene, p-methyl-",0.891,-0.230012,-0.203579,-0.064886,-0.034535,-0.227288,-0.195884,-0.060449,-0.032713,-0.223398,-0.14625,-0.104501,-0.032198
"Styrene.Styrene, p-methyl-",0.891,-0.230012,-0.203579,-0.064886,-0.034535,-0.227288,-0.195884,-0.060449,-0.032713,-0.223398,-0.14625,-0.104501,-0.032198
"Acrylonitrile.Oxazoline, 2-isopropenyl-2-",0.13,-0.307886,-0.266671,-0.092915,-0.013216,-0.2284,-0.200261,-0.062436,0.02659,-0.292009,-0.205459,-0.14659,-0.015383
"Acryloxymethylpentamethyl disiloxane.Methacrylate, 2-hydroxyethyl",0.52,-0.231347,-0.226775,-0.080732,0.013374,-0.245577,-0.215695,-0.085818,0.027167,-0.218493,-0.191,-0.138514,0.007823
Allyl glycidyl phthalate.Styrene,0.14,-0.237046,-0.232344,-0.083976,-0.062661,-0.230012,-0.203579,-0.064886,-0.034535,-0.22987,-0.180877,-0.112108,-0.083128
Allyl glycidyl phthalate.Styrene,0.14,-0.237046,-0.232344,-0.083976,-0.062661,-0.230012,-0.203579,-0.064886,-0.034535,-0.22987,-0.180877,-0.112108,-0.083128
"Styrene, p-chloro-.Styrene, p-cyano-",0.26,-0.243107,-0.204866,-0.073253,-0.047363,-0.256603,-0.224652,-0.099496,-0.060526,-0.231349,-0.151009,-0.111426,-0.044678
"Maleimide, N-phenyl-.Maleimide, N-α-methylbenzyl-",0.788,-0.230589,-0.21432,-0.134476,-0.04625,-0.228548,-0.224239,-0.127565,-0.038706,-0.218634,-0.207907,-0.160479,-0.058748
"Maleimide, N-phenyl-.Maleimide, N-α-methylbenzyl-",0.788,-0.230589,-0.21432,-0.134476,-0.04625,-0.228548,-0.224239,-0.127565,-0.038706,-0.218634,-0.207907,-0.160479,-0.058748
"Benzophenone, 2-hydroxy-4-(methacryloxy)-.Methacrylate, methyl",1.65,-0.223145,-0.207727,-0.100802,-0.083422,-0.242223,-0.232505,-0.073856,0.03591,-0.204319,-0.19164,-0.143125,-0.094442
"Itaconate, dimethyl.Methacrylonitrile",0.28,-0.238666,-0.22635,-0.078574,-0.01695,-0.303387,-0.253745,-0.0813,-0.003589,-0.224287,-0.183341,-0.134894,-0.029145
"Methacrylate, methyl.Oxazolidone, N-vinyl-",6.75,-0.242223,-0.232505,-0.073856,0.03591,-0.24504,-0.204341,-0.029433,0.008837,-0.220687,-0.179645,-0.127212,0.015165
"Methacrylate, methyl.Oxazolidone, N-vinyl-",9.46,-0.242223,-0.232505,-0.073856,0.03591,-0.24504,-0.204341,-0.029433,0.008837,-0.220687,-0.179645,-0.127212,0.015165
"Methacrylate, methyl.Oxazolidone, N-vinyl-",6.75,-0.242223,-0.232505,-0.073856,0.03591,-0.24504,-0.204341,-0.029433,0.008837,-0.220687,-0.179645,-0.127212,0.015165
"Methacrylate, methyl.Oxazolidone, N-vinyl-",9.46,-0.242223,-0.232505,-0.073856,0.03591,-0.24504,-0.204341,-0.029433,0.008837,-0.220687,-0.179645,-0.127212,0.015165
"Maleimide, N-(4-methylphenyl)-.Styrene",0.019,-0.227881,-0.205215,-0.132299,-0.041981,-0.230012,-0.203579,-0.064886,-0.034535,-0.209736,-0.20187,-0.158113,-0.055717
"Acrylate, glycidyl.Vinyl acetate",7.6,-0.241788,-0.237709,-0.084902,0.030644,-0.242132,-0.227671,-0.048528,-0.00357,-0.22972,-0.201296,-0.145671,0.00661
"Acrylate, glycidyl.Vinyl acetate",7.6,-0.241788,-0.237709,-0.084902,0.030644,-0.242132,-0.227671,-0.048528,-0.00357,-0.22972,-0.201296,-0.145671,0.00661
"Acrylate, 2,3-dibromopropyl.Styrene",0.16,-0.251704,-0.24206,-0.088837,-0.064663,-0.230012,-0.203579,-0.064886,-0.034535,-0.233789,-0.204272,-0.149255,-0.061152
"Styrene, p-chloro-.Styrene, p-methyl-",1.15,-0.243107,-0.204866,-0.073253,-0.047363,-0.227288,-0.195884,-0.060449,-0.032713,-0.231349,-0.151009,-0.111426,-0.044678
"Itaconate, diethyl.Pyridine, 2-methyl-5-vinyl-",0.17,-0.234176,-0.223205,-0.075413,-0.014661,-0.212011,-0.208375,-0.072613,-0.050408,-0.220789,-0.180483,-0.132259,-0.026064
"Butene-2, cis-.Vinyl acetate",0.03,-0.297744,-0.209896,-0.001709,0.046287,-0.242132,-0.227671,-0.048528,-0.00357,-0.283154,-0.130358,-0.061374,0.024319
"Acrylate, methyl.Ethylene",19.4,-0.258109,-0.234553,-0.080381,0.040831,-0.315363,-0.244627,-0.024911,0.059284,-0.225703,-0.19639,-0.140428,0.012686
"Acrylate, methyl.Ethylene",19.4,-0.258109,-0.234553,-0.080381,0.040831,-0.315363,-0.244627,-0.024911,0.059284,-0.225703,-0.19639,-0.140428,0.012686
"Acrylamide, N,N-dimethyl.Vinyl methyl ketone",0.82,-0.206245,-0.202065,-0.060865,0.02058,-0.26518,-0.21047,-0.094457,0.018391,-0.194311,-0.181203,-0.127985,0.021984
"Acrylonitrile.Propene, 1-chloro-trans-",19.61,-0.307886,-0.266671,-0.092915,-0.013216,-0.270158,-0.218967,-0.024735,0.017407,-0.292009,-0.205459,-0.14659,-0.015383
Methacrylic acid.N-Vinylimidazole,1.384,-0.244043,-0.234005,-0.078886,0.015087,-0.225462,-0.209869,-0.057559,0.013281,-0.223269,-0.18582,-0.133213,0.012632
"Methacrylate, ethyl.Styrene",0.36,-0.240516,-0.229359,-0.072066,0.028684000000000005,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.21792799999999998,-0.178169,-0.125674,0.016052
"Methacrylate, ethyl.Styrene",0.26,-0.240516,-0.229359,-0.072066,0.028684000000000005,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.21792799999999998,-0.178169,-0.125674,0.016052
"Methacrylate, ethyl.Styrene",0.29,-0.240516,-0.229359,-0.072066,0.028684000000000005,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.21792799999999998,-0.178169,-0.125674,0.016052
"Methacrylate, ethyl.Styrene",0.33,-0.240516,-0.229359,-0.072066,0.028684000000000005,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.21792799999999998,-0.178169,-0.125674,0.016052
"Methacrylate, ethyl.Styrene",0.36,-0.240516,-0.229359,-0.072066,0.028684000000000005,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.21792799999999998,-0.178169,-0.125674,0.016052
"Methacrylate, ethyl.Styrene",0.26,-0.240516,-0.229359,-0.072066,0.028684000000000005,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.21792799999999998,-0.178169,-0.125674,0.016052
"Methacrylate, ethyl.Styrene",0.29,-0.240516,-0.229359,-0.072066,0.028684000000000005,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.21792799999999998,-0.178169,-0.125674,0.016052
"Methacrylate, isobutyl.Styrene",0.58,-0.24054100000000003,-0.229298,-0.071905,0.023504,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.218305,-0.178355,-0.125777,0.014517
"Methacrylate, isobutyl.Styrene",0.42,-0.24054100000000003,-0.229298,-0.071905,0.023504,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.218305,-0.178355,-0.125777,0.014517
"Methacrylate, isobutyl.Styrene",0.4,-0.24054100000000003,-0.229298,-0.071905,0.023504,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.218305,-0.178355,-0.125777,0.014517
"Methacrylate, isobutyl.Styrene",0.74,-0.24054100000000003,-0.229298,-0.071905,0.023504,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.218305,-0.178355,-0.125777,0.014517
"Methacrylate, isobutyl.Styrene",0.271,-0.24054100000000003,-0.229298,-0.071905,0.023504,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.218305,-0.178355,-0.125777,0.014517
"Methacrylate, isobutyl.Styrene",0.58,-0.24054100000000003,-0.229298,-0.071905,0.023504,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.218305,-0.178355,-0.125777,0.014517
"Methacrylate, isobutyl.Styrene",0.4,-0.24054100000000003,-0.229298,-0.071905,0.023504,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.218305,-0.178355,-0.125777,0.014517
"Isoprene.Quinoline, 2-vinyl-",1.88,-0.274763,-0.207025,-0.055593,0.037216,-0.214863,-0.204599,-0.090375,-0.055676,-0.224993,-0.146149,-0.081686,-0.007759
"Isoprene.Quinoline, 2-vinyl-",1.88,-0.274763,-0.207025,-0.055593,0.037216,-0.214863,-0.204599,-0.090375,-0.055676,-0.224993,-0.146149,-0.081686,-0.007759
"Butadiene, 2,3-bis(diethyl-phosphono)-.Maleimide, N-(4-chlorophenyl)-",0.03,-0.230817,-0.229113,-0.076199,-0.030745,-0.243198,-0.211978,-0.140079,-0.055405,-0.225698,-0.180393,-0.131086,-0.040947
"Benzoxazole, vinylmercapto-.Styrene",0.24,-0.226957,-0.195683,-0.059677,-0.035625,-0.230012,-0.203579,-0.064886,-0.034535,-0.206548,-0.144319,-0.093957,-0.052618
